WELL,DESCRIPTION,Date
W-B-14S,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,2020-05-26
W-B-14S,"Dulang experienced power failure due to both TG630 and TG632 tripped on low fuel gas pressure. Upon investigation, found the low fuel gas pressure is cascaded impact from LALL-5851 triggered. LALL-5851 triggered due to faulty reading LT5851 which caused by clogged LT-5851 bridles. Heat tracing was found not functioning because of trip due to cable shorted at the terminal block. Heat tracing at each bridle of LT-5851 was reinstated.",2020-06-09
W-B-14S,"GCM3 tripped due LAHH02417A triggered. Found genuine level build-up due to SDV-2415 in close position. Upon investigation, found SDV solenoid faulty. Rectified and platform BOL.",2020-06-25
W-B-14S,Dulang experienced power failure due to both TG630 and TG634 tripped on Engine Flame Out. Actual diesel consumption is high due to several interruption on same day. Found day tank level is only at 10%. Operation personnel work out to fill up the diesel day tank and resume production.,2020-06-25
W-B-14S,"GCM3 tripped on HPC in-surge. Upon investigation, found HPC ASV1 slow response to command. Performed FCV2040 valve check and stroking.",2020-07-13
W-B-14S,"GCM3 tripped on IO module fault. Upon investigation, found data cable was loose. Replugged the terminal and locked the position. BOL GCM3 and resume production.",2020-07-19
W-B-14S,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-24
W-B-14S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-17
W-B-14S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-27
W-B-14S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-30
W-B-14S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-31
W-B-14S,Well Quit.,2020-10-05
W-B-14S,Well Quit.,2020-10-06
W-B-14S,Well Quit.,2020-10-07
W-B-14S,Unit train PSD due to PAH5050 cascaded from LALL5750 triggered. LSLL-5750 Swicth faulty & PDV6370 operated in manual mode.,2020-10-31
W-B-14S,"Dulang experienced PSD due to LSHH-6041 triggered as a result of liquid carry over from V585 (to KO drum) due to no discharge at PWTS pump. Upon investigation, suspected no discharge at pump due to air lock caused by back pressure from V586 due to check valve passing",2020-11-17
W-C-06S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-12
W-C-06S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-20
W-C-06S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-31
W-C-06S,Well Quit,2019-10-09
W-C-06S,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-15
W-C-06S,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-19
W-C-06S,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-20
W-C-06S,"Dulang experienced PSD due to LSIH-5070 triggered. Upon investigation, found actual level at V507 was 36%. Set point for LSIH5070 is 44%. Switch faulty. New spare catalogued and MRF was placed.",2020-01-24
W-C-06S,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-08
W-C-06S,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-09
W-C-06S,Shut in well for ESD Test (prolong BOL due to process stabilization),2020-03-31
W-C-06S,GCM3 tripped on LPC discharge pressure H-H during pig retrieval. Discharge pressure caused by high suction pressure. (cascading impact from PIG stuck),2020-04-21
W-C-06S,GCM3 tripped on LPC discharge pressure H-H during pig retrieval. Discharge pressure caused by high suction pressure. (cascading impact from PIG stuck),2020-04-22
W-C-06S,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",2020-05-08
W-C-06S,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,2020-05-26
W-C-06S,"Dulang experienced power failure due to both TG630 and TG632 tripped on low fuel gas pressure. Upon investigation, found the low fuel gas pressure is cascaded impact from LALL-5851 triggered. LALL-5851 triggered due to faulty reading LT5851 which caused by clogged LT-5851 bridles. Heat tracing was found not functioning because of trip due to cable shorted at the terminal block. Heat tracing at each bridle of LT-5851 was reinstated.",2020-06-09
W-C-06S,"DLC experienced process shutdown due to PSHH-1130 triggered in view of sudden pressure from venting activity during depressurization of receiver barrel. Uncontrolled opening of the globe valve, coupled with no pressure indication at DCS for monitoring, are found to be the root cause.",2020-06-22
W-C-06S,"GCM3 tripped due LAHH02417A triggered. Found genuine level build-up due to SDV-2415 in close position. Upon investigation, found SDV solenoid faulty. Rectified and platform BOL.",2020-06-25
W-C-06S,"GCM3 tripped on HPC in-surge. Upon investigation, found HPC ASV1 slow response to command. Performed FCV2040 valve check and stroking.",2020-07-13
W-C-06S,"GCM3 tripped on HPC in-surge. Upon investigation, found HPC ASV1 slow response to command. Performed FCV2040 valve check and stroking.",2020-07-14
W-C-06S,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-24
W-C-06S,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-25
W-C-06S,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-26
W-C-06S,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-27
W-C-06S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-17
W-C-06S,Well Quit. Gas lift optimization.,2020-08-18
W-C-06S,Well Quit. Gas lift optimization.,2020-08-19
W-C-06S,Well Quit. Gas lift optimization.,2020-08-20
W-C-06S,Well Quit. Gas lift optimization.,2020-08-21
W-C-06S,Well Quit. Gas lift optimization.,2020-08-22
W-C-06S,Well Quit. Gas lift optimization.,2020-08-23
W-C-06S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-27
W-C-06S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-30
W-C-06S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-31
W-C-06S,"DLC stop and depressurize gaslift header due to slight gas release at 2"" flange line #150-G-F1-C101. Suspected not following installation procedure during replacement.",2020-09-24
W-C-06S,Unit train PSD due to PAH5050 cascaded from LALL5750 triggered. LSLL-5750 Swicth faulty & PDV6370 operated in manual mode.,2020-10-31
W-C-06S,"DLC experienced shutdown due to ""ESD activated at DLB"" signal. Upon investigation, signal is not genuine. Suspected communication loss due to loose termination.",2020-11-02
W-C-06S,"DLC experienced ESD and power failure due to ""RIGFIRE"" alarm. Upon investigation, found JBF-113 cable loose. Cable replaced and all termination at JBF-113 was retightened.",2020-11-17
W-C-06S,"DLC wells tripped due to instrument air pressure low triggered. Upon troubleshooting, found sequence valve for inlet air dryer tower B intermittent open. Rectified and BOL well.",2020-12-26
W-C-06S,Well dies off ,2022-09-24
W-C-06S,Well dies off ,2022-09-24
W-A-27L,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-12
W-A-27L,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-20
W-A-27L,Well Quit. Gas lift Optimization,2019-06-01
W-A-27L,Well Quit. Gas lift Optimization,2019-06-02
W-A-27L,Unable to kick off A27L - suspected due to faulty FCV,2019-05-29
W-A-27L,Unable to kick off A27L - suspected due to faulty FCV,2019-05-30
W-A-27L,Unable to kick off A27L - suspected due to faulty FCV,2019-05-31
W-A-27L,Unable to kick off A27L - suspected due to faulty FCV,2019-05-26
W-A-27L,Unable to kick off A27L - suspected due to faulty FCV,2019-05-27
W-A-27L,Unable to kick off A27L - suspected due to faulty FCV,2019-05-28
W-A-27L,Unable to kick off A27L - suspected due to faulty FCV,2019-05-23
W-A-27L,Unable to kick off A27L - suspected due to faulty FCV,2019-05-25
W-A-27L,Unable to kick off A27L - suspected due to faulty FCV,2019-05-24
W-A-27L,DLA ESD due to LSIH-1110 triggered due to faulty switch.,2020-01-09
W-A-27L,"Dulang experienced PSD due to LSIH-5070 triggered. Upon investigation, found actual level at V507 was 36%. Set point for LSIH5070 is 44%. Switch faulty. New spare catalogued and MRF was placed.",2020-01-24
W-A-27L,DLA on SIPROD mode experience ESD-(P) due to PSL 1130 triggered. (SIPROD MODE) suspected out of callibration,2020-02-01
W-A-27L,DLA on SIPROD mode experience ESD due to LSHH 1120 KO drum triggered. KO pump did not start once reach set level due to level transmitter malfunction.,2020-02-11
W-A-27L,DLA on SIPROD mode experience ESD due to PSHH1110 test separator triggered. Pressure switch malfunction ,2020-02-13
W-A-27L,DLA ESD (SIPROD MODE) due to PZT_A19_HL HILO pilot switch activated due to switch faulty,2020-03-03
W-A-27L,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-08
W-A-27L,Well Quit,2020-03-09
W-A-27L,Shut in well for ESD Test (prolong BOL due to process stabilization),2020-03-31
W-A-27L,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",2020-05-08
W-A-27L,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,2020-05-26
W-A-27L,"Dulang experienced power failure due to both TG630 and TG632 tripped on low fuel gas pressure. Upon investigation, found the low fuel gas pressure is cascaded impact from LALL-5851 triggered. LALL-5851 triggered due to faulty reading LT5851 which caused by clogged LT-5851 bridles. Heat tracing was found not functioning because of trip due to cable shorted at the terminal block. Heat tracing at each bridle of LT-5851 was reinstated.",2020-06-09
W-A-27L,Dulang experienced power failure due to both TG630 and TG634 tripped on Engine Flame Out. Actual diesel consumption is high due to several interruption on same day. Found day tank level is only at 10%. Operation personnel work out to fill up the diesel day tank and resume production.,2020-06-25
W-A-27L,"GCM3 tripped on HPC in-surge. Upon investigation, found HPC ASV1 slow response to command. Performed FCV2040 valve check and stroking.",2020-07-13
W-A-27L,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-17
W-A-27L,Manually SD GCM3 to troubleshoot hot air release at engine side.,2020-08-26
W-A-27L,Manually SD GCM3 to troubleshoot hot air release at engine side.,2020-08-27
W-A-27L,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-30
W-A-27L,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-31
W-A-27L,"Dulang experienced PSD due to LSHH-6041 triggered as a result of liquid carry over from V585 (to KO drum) due to no discharge at PWTS pump. Upon investigation, suspected no discharge at pump due to air lock caused by back pressure from V586 due to check valve passing",2020-11-17
W-A-27L,Shut in well due to PCP valve leaked through grease nipple. Issue rectified and BOL well.,2020-12-10
W-A-27L,Shut in well due to PCP valve leaked through grease nipple. Issue rectified and BOL well.,2020-12-11
W-A-27L,Shut in well due to PCP valve leaked through grease nipple. Issue rectified and BOL well.,2020-12-12
W-A-27L,Shut in well due to PCP valve leaked through grease nipple. Issue rectified and BOL well.,2020-12-13
W-A-27L,Shut in well due to PCP valve leaked through grease nipple. Issue rectified and BOL well.,2020-12-14
W-A-27L,Shut in well due to PCP valve leaked through grease nipple. Issue rectified and BOL well.,2020-12-15
W-A-27L,Shut in well due to PCP valve leaked through grease nipple. Issue rectified and BOL well.,2020-12-16
W-A-27L,Shut in well due to PCP valve leaked through grease nipple. Issue rectified and BOL well.,2020-12-17
W-B-18S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-12
W-B-18S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-13
W-B-18S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-14
W-B-18S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-15
W-B-18S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-20
W-B-18S,Well Quit. Temperature low,2019-05-12
W-B-18S,Well Quit. Temperature low,2019-05-13
W-B-18S,Well Quit. Gas lift optimization,2019-08-24
W-B-18S,Well Quit. Gas lift optimization,2019-08-25
W-B-18S,"Dulang experienced PSD due to LSIH-5070 triggered. Upon investigation, found actual level at V507 was 36%. Set point for LSIH5070 is 44%. Switch faulty. New spare catalogued and MRF was placed.",2020-01-24
W-B-18S,Well quit,2020-02-20
W-B-18S,Shut in well to kick off B18L,2020-03-03
W-B-18S,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-08
W-B-18S,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-09
W-B-18S,Shut in well for ESD Test (prolong BOL due to process stabilization),2020-03-31
W-B-18S,Manually Shutdown GCM3 to rectify discharge line isolation valve nipple grease faulty,2020-04-13
W-B-18S,GCM3 tripped on LPC discharge pressure H-H during pig retrieval. Discharge pressure caused by high suction pressure. (cascading impact from PIG stuck),2020-04-21
W-B-18S,GCM3 tripped due to FG to GCM3 temperature low caused by HX6061 controller/PLC problem.,2020-04-30
W-B-18S,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",2020-05-08
W-B-18S,"GCM3 tripped due to TZAHH-2441 triggered as a cascaded impact from P-760 tripped. Upon investigation, it was found that the emergency stop button was accidentally triggered. BOL GCM3 and resume production. To avoid reoccurence, emergency stop cover was installed.",2020-05-12
W-B-18S,Manually shutdown GCM3 to rectify seawater leak at filter maintenance drain valve module 7 (install blind). New valve already onboard - awaiting window to install.,2020-05-14
W-B-18S,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,2020-05-26
W-B-18S,"Dulang experienced power failure due to both TG630 and TG632 tripped on low fuel gas pressure. Upon investigation, found the low fuel gas pressure is cascaded impact from LALL-5851 triggered. LALL-5851 triggered due to faulty reading LT5851 which caused by clogged LT-5851 bridles. Heat tracing was found not functioning because of trip due to cable shorted at the terminal block. Heat tracing at each bridle of LT-5851 was reinstated.",2020-06-09
W-B-18S,"GCM3 tripped due LAHH02417A triggered. Found genuine level build-up due to SDV-2415 in close position. Upon investigation, found SDV solenoid faulty. Rectified and platform BOL.",2020-06-25
W-B-18S,Dulang experienced power failure due to both TG630 and TG634 tripped on Engine Flame Out. Actual diesel consumption is high due to several interruption on same day. Found day tank level is only at 10%. Operation personnel work out to fill up the diesel day tank and resume production.,2020-06-25
W-B-18S,"GCM3 tripped on IO module fault. Upon investigation, found data cable was loose. Replugged the terminal and locked the position. BOL GCM3 and resume production.",2020-07-19
W-B-18S,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-24
W-B-18S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-17
W-B-18S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-18
W-B-18S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-19
W-B-18S,GCM3 tripped on Bleed valve actuator fault due to hot air released from the injectors and torch that caused electronic high temperature at actuator.,2020-08-25
W-B-18S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-27
W-B-18S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-30
W-B-18S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-31
W-B-18S,Unit train PSD due to PAH5050 cascaded from LALL5750 triggered. LSLL-5750 Swicth faulty & PDV6370 operated in manual mode.,2020-10-31
W-B-18S,"Dulang experienced PSD due to LSHH-6041 triggered as a result of liquid carry over from V585 (to KO drum) due to no discharge at PWTS pump. Upon investigation, suspected no discharge at pump due to air lock caused by back pressure from V586 due to check valve passing",2020-11-17
W-B-18S,Well Quit,2022-10-26
W-B-18S,Well quit,2022-11-26
W-B-18S,Well Quit,2022-10-26
W-B-18S,Well quit,2022-11-26
W-C-15S,Shut in. Geowell to open SSD 15L which short string flow at the same zone.,2019-09-17
W-C-15S,Shut in. Geowell to open SSD 15L which short string flow at the same zone.,2019-09-18
W-C-15S,Well Quit. Equalize Storm Choke.,2019-09-19
W-C-15S,Well Quit. Gas lift optimization,2019-09-20
W-C-15S,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-15
W-C-15S,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-19
W-C-15S,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-20
W-C-15S,"Dulang experienced PSD due to LSIH-5070 triggered. Upon investigation, found actual level at V507 was 36%. Set point for LSIH5070 is 44%. Switch faulty. New spare catalogued and MRF was placed.",2020-01-24
W-C-15S,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-08
W-C-15S,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-09
W-C-15S,Well Quit,2020-03-28
W-C-15S,Shut in well for ESD Test (prolong BOL due to process stabilization),2020-03-31
W-C-15S,Manually Shutdown GCM3 to rectify discharge line isolation valve nipple grease faulty,2020-04-13
W-C-15S,GCM3 tripped on LPC discharge pressure H-H during pig retrieval. Discharge pressure caused by high suction pressure. (cascading impact from PIG stuck),2020-04-21
W-C-15S,GCM3 tripped due to FG to GCM3 temperature low caused by HX6061 controller/PLC problem.,2020-04-30
W-C-15S,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",2020-05-08
W-C-15S,"GCM3 tripped due to TZAHH-2441 triggered as a cascaded impact from P-760 tripped. Upon investigation, it was found that the emergency stop button was accidentally triggered. BOL GCM3 and resume production. To avoid reoccurence, emergency stop cover was installed.",2020-05-12
W-C-15S,Manually shutdown GCM3 to rectify seawater leak at filter maintenance drain valve module 7 (install blind). New valve already onboard - awaiting window to install.,2020-05-14
W-C-15S,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,2020-05-26
W-C-15S,Well quit. Kick off and resume flowing.,2020-07-23
W-C-15S,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-24
W-C-15S,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-25
W-C-15S,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-26
W-C-15S,"Manually shut in well after V2480 OOS after found pinhole leak at 2"" condensate line. Affected line wrapped with Belzona and well resume flowing.",2020-07-27
W-C-15S,Well quit. Kick off and resume flowing.,2020-07-30
W-C-15S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-27
W-C-15S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-30
W-C-15S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-31
W-C-15S,"DLC stop and depressurize gaslift header due to slight gas release at 2"" flange line #150-G-F1-C101. Suspected not following installation procedure during replacement.",2020-09-24
W-C-15S,"Well quit due to GCM3 tripped on gas fuel temperature low.Found ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-09-28
W-C-15S,"Well quit due to GCM3 tripped on gas fuel temperature low.Found ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-09-29
W-C-15S,"Well quit due to GCM3 tripped on gas fuel temperature low.Found ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-09-30
W-C-15S,"Well quit caused by GCM3 manually SD due to ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-10-01
W-C-15S,GCM#3 tripped due to PZAHH-2438 triggered at DCS. (HH at 2999 kPag),2020-10-05
W-C-15S,Unit train PSD due to PAH5050 cascaded from LALL5750 triggered. LSLL-5750 Swicth faulty & PDV6370 operated in manual mode.,2020-10-31
W-C-15S,"DLC experienced shutdown due to ""ESD activated at DLB"" signal. Upon investigation, signal is not genuine. Suspected communication loss due to loose termination.",2020-11-02
W-C-15S,"DLC experienced ESD and power failure due to ""RIGFIRE"" alarm. Upon investigation, found JBF-113 cable loose. Cable replaced and all termination at JBF-113 was retightened.",2020-11-17
W-C-15S,"DLC wells tripped due to instrument air pressure low triggered. Upon troubleshooting, found sequence valve for inlet air dryer tower B intermittent open. Rectified and BOL well.",2020-12-26
W-C-15S,well quit,2022-09-01
W-C-15S,well quit,2022-09-01
W-B-04S,Well underperforming- to discount some uptime to reflect,2019-02-15
W-B-04S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-12
W-B-04S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-13
W-B-04S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-14
W-B-04S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-15
W-B-04S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-16
W-B-04S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-20
W-B-04S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-22
W-B-04S,Well quit due to unable to open SSV,2019-05-12
W-B-04S,Well Quit. Gas lift optimization,2019-08-30
W-B-04S,Well quit due to unable to open SSV,2019-05-13
W-B-04S,Well quit,2019-11-06
W-B-04S,Well dies off when flow B04L (idle well - flow for FGS prior new storm choke seting). Suspected lifting issue or gas robbing.,2020-01-12
W-B-04S,Well dies off when flow B04L (idle well - flow for FGS prior new storm choke seting). Suspected lifting issue or gas robbing.,2020-01-13
W-B-04S,"Dulang experienced PSD due to LSIH-5070 triggered. Upon investigation, found actual level at V507 was 36%. Set point for LSIH5070 is 44%. Switch faulty. New spare catalogued and MRF was placed.",2020-01-24
W-B-04S,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-08
W-B-04S,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-09
W-B-04S,Shut in well for ESD Test (prolong BOL due to process stabilization),2020-03-31
W-B-04S,GCM3 tripped on LPC discharge pressure H-H during pig retrieval. Discharge pressure caused by high suction pressure. (cascading impact from PIG stuck),2020-04-21
W-B-04S,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",2020-05-08
W-B-04S,"GCM3 tripped due to TZAHH-2441 triggered as a cascaded impact from P-760 tripped. Upon investigation, it was found that the emergency stop button was accidentally triggered. BOL GCM3 and resume production. To avoid reoccurence, emergency stop cover was installed.",2020-05-12
W-B-04S,Manually shutdown GCM3 to rectify seawater leak at filter maintenance drain valve module 7 (install blind). New valve already onboard - awaiting window to install.,2020-05-14
W-B-04S,Well Quit.,2020-08-13
W-B-04S,Well Quit.,2020-08-16
W-B-04S,Well Quit.,2020-08-17
W-B-04S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-27
W-B-04S,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-30
W-B-04S,"Well quit due to GCM3 tripped on gas fuel temperature low.Found ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-09-28
W-B-04S,Unit train PSD due to PAH5050 cascaded from LALL5750 triggered. LSLL-5750 Swicth faulty & PDV6370 operated in manual mode.,2020-10-31
W-B-04S,"Dulang experienced PSD due to LSHH-6041 triggered as a result of liquid carry over from V585 (to KO drum) due to no discharge at PWTS pump. Upon investigation, suspected no discharge at pump due to air lock caused by back pressure from V586 due to check valve passing",2020-11-17
W-B-04S,Well unable to flow post GLVC due to no injection at GLOV. Able to flow well once divert to LP. Observed PCP plateau at more than 8500 kPa despite well flowing suspected due to high pressure in tubing.,2021-02-12
W-B-04S,Well unable to flow post GLVC due to no injection at GLOV. Able to flow well once divert to LP. Observed PCP plateau at more than 8500 kPa despite well flowing suspected due to high pressure in tubing.,2021-02-13
W-B-04S,Well unable to flow post GLVC due to no injection at GLOV. Able to flow well once divert to LP. Observed PCP plateau at more than 8500 kPa despite well flowing suspected due to high pressure in tubing.,2021-02-14
W-B-04S,Well unable to flow post GLVC due to no injection at GLOV. Able to flow well once divert to LP. Observed PCP plateau at more than 8500 kPa despite well flowing suspected due to high pressure in tubing.,2021-02-15
W-B-04S,Well unable to flow post GLVC due to no injection at GLOV. Able to flow well once divert to LP. Observed PCP plateau at more than 8500 kPa despite well flowing suspected due to high pressure in tubing.,2021-02-16
W-B-04S,Well unable to flow post GLVC due to no injection at GLOV. Able to flow well once divert to LP. Observed PCP plateau at more than 8500 kPa despite well flowing suspected due to high pressure in tubing.,2021-02-17
W-B-04S,Well Quit,2022-04-12
W-B-04S,Well Quit,2022-05-21
W-B-04S,Well Quit,2022-05-21
W-B-05S,Well Quit,2019-05-09
W-B-05S,Well Quit. Gas lift optimization,2019-08-25
