PLATFORM,WELL ORI,WELL,POTENTIAL (bbl/d),OPNS DATE,DOWNTIME,DESCRIPTION,CPL CODE,TYPE CODE,CAT CODE,PRIM CODE,SEC CODE,START DATE,END DATE,,,
Dulang,DULG-C027-LS,W-C-27L,180.35,27-Dec-21,24,Well unable to flow due to lifting issue.,I,U,W,A,G,12/27/2021 20:00,12/28/2021 20:00,,,
Dulang,DULG-C027-LS,W-C-27L,180.35,28-Dec-21,24,Well unable to flow due to lifting issue.,I,U,W,A,G,12/28/2021 21:00,12/29/2021 21:00,,,
Dulang,DULG-C027-LS,W-C-27L,180.35,29-Dec-21,24,Well unable to flow due to lifting issue.,I,U,W,A,G,12/29/2021 22:00,12/30/2021 22:00,,,
Dulang,DULG-C027-LS,W-C-27L,180.35,30-Dec-21,24,Well unable to flow due to lifting issue.,I,U,W,A,G,12/30/2021 23:00,12/31/2021 23:00,,,
Dulang,DULG-C027-LS,W-C-27L,180.35,31-Dec-21,24,Well unable to flow due to lifting issue.,I,U,W,A,G,12/31/2021 0:00,1/1/2022 0:00,,,
Dulang,DULG-D002S01-TS,W-D-02S,101.74,17-Jan-22,24,Well unable to flow due to WV loose turn due to stem pin broken.,I,U,S,A,E,18/01/2022,600,600,1/17/2022 6:00,1/18/2022 6:00
Dulang,DULG-D002S01-TS,W-D-02S,101.74,18-Jan-22,24,Well unable to flow due to WV loose turn due to stem pin broken.,I,U,S,A,E,19/01/2022,600,600,1/18/2022 6:00,1/19/2022 6:00
Dulang,DULG-D002S01-TS,W-D-02S,101.74,19-Jan-22,24,Well unable to flow due to WV loose turn due to stem pin broken.,I,U,S,A,E,20/01/2022,600,600,1/19/2022 6:00,1/20/2022 6:00
Dulang,DULG-D002S01-TS,W-D-02S,101.74,20-Jan-22,24,Well unable to flow due to WV loose turn due to stem pin broken.,I,U,S,A,E,21/01/2022,600,600,1/20/2022 6:00,1/21/2022 6:00
Dulang,DULG-D002S01-TS,W-D-02S,101.74,21-Jan-22,24,Well unable to flow due to WV loose turn due to stem pin broken.,I,U,S,A,E,22/01/2022,600,600,1/21/2022 6:00,1/22/2022 6:00
Dulang,DULG-D002S01-TS,W-D-02S,101.74,22-Jan-22,24,Well unable to flow due to WV loose turn due to stem pin broken.,I,U,S,A,E,23/01/2022,600,600,1/22/2022 6:00,1/23/2022 6:00
Dulang,DULG-D002S01-TS,W-D-02S,101.74,23-Jan-22,24,Well unable to flow due to WV loose turn due to stem pin broken.,I,U,S,A,E,24/01/2022,600,600,1/23/2022 6:00,1/24/2022 6:00
Dulang,DULG-D002S01-TS,W-D-02S,101.74,24-Jan-22,24,Well unable to flow due to WV loose turn due to stem pin broken.,I,U,S,A,E,25/01/2022,600,600,1/24/2022 6:00,1/25/2022 6:00
Dulang,DULG-D002S01-TS,W-D-02S,101.74,25-Jan-22,24,Well unable to flow due to WV loose turn due to stem pin broken.,I,U,S,A,E,26/01/2022,600,600,1/25/2022 6:00,1/26/2022 6:00
Dulang,DULG-D002S01-TS,W-D-02S,101.74,26-Jan-22,24,Well unable to flow due to WV loose turn due to stem pin broken.,I,U,S,A,E,27/01/2022,600,600,1/26/2022 6:00,1/27/2022 6:00
Dulang,DULG-D002S01-TS,W-D-02S,101.74,27-Jan-22,24,Well unable to flow due to WV loose turn due to stem pin broken.,I,U,S,A,E,28/01/2022,600,600,1/27/2022 6:00,1/28/2022 6:00
Dulang,DULG-D002S01-TS,W-D-02S,101.74,28-Jan-22,9,Well unable to flow due to WV loose turn due to stem pin broken.,I,U,S,A,E,28/01/2022,600,1500,1/28/2022 6:00,1/28/2022 15:00
Dulang,DULG-C004S01-LS,W-C-04S,100.81,8-Jan-22,10.5,Well quit.Kick off due to temp drop,I,U,S,A,O,8/1/2022,600,1630,1/8/2022 6:00,1/8/2022 16:30
Dulang,DULG-C013-TS,W-C-13,67.21,14-Jan-22,0.5,Well Quit.,I,U,S,A,O,14/01/2022,600,630,1/14/2022 6:00,1/14/2022 6:30
Dulang,DULG-C013-TS,W-C-13,67.21,26-Jan-22,1,Well Quit.,I,U,S,A,O,26/01/2022,600,700,1/26/2022 6:00,1/26/2022 7:00
Dulang,DULG-D002S01-TS,W-D-02S,101.74,11-Jan-22,2,Well Quit.,I,U,S,A,O,11/1/2022,600,800,1/11/2022 6:00,1/11/2022 8:00
Dulang,DULG-D002S01-TS,W-D-02S,101.74,16-Jan-22,8,Well Quit.,I,U,S,A,O,16/01/2022,600,1400,1/16/2022 6:00,1/16/2022 14:00
Dulang,DULG-B007-SS,W-B-07S,80.28,8-Jan-22,13,"Well quit,Kick-off well B-07S due to temperature drop.",I,U,S,A,O,8/1/2022,600,1900,1/8/2022 6:00,1/8/2022 19:00
Dulang,DULG-C004S01-LS,W-C-04S,100.81,6-Jan-22,1,"Well quit ,Kick off C-04L after found temp low.",I,U,S,A,O,6/1/2022,600,700,1/6/2022 6:00,1/6/2022 7:00
Dulang,DULG-A011S02-TS,W-A-11S,171.75,30-Jan-22,2.5,Well quit,I,U,S,A,O,30/01/2022,600,830,1/30/2022 6:00,1/30/2022 8:30
Dulang,DULG-A015-SS,W-A-15S,122.28,30-Jan-22,2,Well quit,I,U,S,A,O,30/01/2022,600,800,1/30/2022 6:00,1/30/2022 8:00
Dulang,DULG-A027-SS,W-A-27S,56.94,29-Jan-22,7.5,Well quit,I,U,S,A,O,29/01/2022,600,1330,1/29/2022 6:00,1/29/2022 13:30
Dulang,DULG-A027-SS,W-A-27S,56.94,14-Jan-22,1.5,Found A 27S quit and proceed to kick off.,I,U,S,A,O,14/01/2022,600,730,1/14/2022 6:00,1/14/2022 7:30
Dulang,DULG-A027-SS,W-A-27S,56.94,23-Jan-22,1.5,Found A 27S quit and proceed to kick off.,I,U,S,A,O,23/01/2022,600,730,1/23/2022 6:00,1/23/2022 7:30
Dulang,DULG-C025W01-SS,W-C-25,286.6,17-Feb-22,1,Well quit.Kickoff due to well unstabble,I,U,S,A,O,17/02/2022,600,700,2/17/2022 6:00,2/17/2022 7:00
Dulang,DULG-C009-SS,W-C-09S,187.25,16-Feb-22,11,Well quit.Flow back after kickoff,I,U,S,A,O,16/02/2022,600,1700,2/16/2022 6:00,2/16/2022 17:00
Dulang,DULG-A023S02-LS,W-A-23S,172.92,26-Feb-22,5,Well Quit,I,U,S,A,O,26/02/2022,600,1100,2/26/2022 6:00,2/26/2022 11:00
Dulang,DULG-B007-SS,W-B-07S,77.38,24-Feb-22,4.5,Well Quit,I,U,S,A,O,24/02/2022,600,1030,2/24/2022 6:00,2/24/2022 10:30
Dulang,DULG-C009-LS,W-C-09L,185.34,15-Feb-22,5.5,Well quit,I,U,S,A,O,15/02/2022,600,1130,2/15/2022 6:00,2/15/2022 11:30
Dulang,DULG-C009-SS,W-C-09S,187.25,15-Feb-22,13,Well quit,I,U,S,A,O,15/02/2022,600,1900,2/15/2022 6:00,2/15/2022 19:00
Dulang,DULG-D002S01-TS,W-D-02S,100.31,20-Feb-22,1,Kickoff D02 due to no flow and no sample,I,U,S,A,O,20/02/2022,600,700,2/20/2022 6:00,2/20/2022 7:00
Dulang,DULG-D002S01-TS,W-D-02S,89.91,5-Mar-22,0.75,"Well Quit, lower temperature. Kick off well at 1100hrs",I,U,S,A,O,5/3/2022,600,645,3/5/2022 6:00,3/5/2022 6:45
Dulang,DULG-D002S01-TS,W-D-02S,89.91,9-Mar-22,2,Well Quit,I,U,S,A,O,9/3/2022,600,800,3/9/2022 6:00,3/9/2022 8:00
Dulang,DULG-A001W01-TS,W-A-01,195.65,2-Apr-22,19.5,Well Quit,I,U,S,A,O,3/4/2022,600,130,4/2/2022 6:00,4/3/2022 1:30
Dulang,DULG-A001W01-TS,W-A-01,195.65,3-Apr-22,24,Well Quit,I,U,S,A,O,4/4/2022,600,600,4/3/2022 6:00,4/4/2022 6:00
Dulang,DULG-A001W01-TS,W-A-01,195.65,4-Apr-22,24,Well Quit,I,U,S,A,O,5/4/2022,600,600,4/4/2022 6:00,4/5/2022 6:00
Dulang,DULG-A001W01-TS,W-A-01,195.65,5-Apr-22,24,Well Quit,I,U,S,A,O,6/4/2022,600,600,4/5/2022 6:00,4/6/2022 6:00
Dulang,DULG-A001W01-TS,W-A-01,195.65,6-Apr-22,24,Well Quit,I,U,S,A,O,7/4/2022,600,600,4/6/2022 6:00,4/7/2022 6:00
Dulang,DULG-A001W01-TS,W-A-01,195.65,7-Apr-22,24,Well Quit,I,U,S,A,O,8/4/2022,600,600,4/7/2022 6:00,4/8/2022 6:00
Dulang,DULG-A001W01-TS,W-A-01,195.65,8-Apr-22,24,Well Quit,I,U,S,A,O,9/4/2022,600,600,4/8/2022 6:00,4/9/2022 6:00
Dulang,DULG-A001W01-TS,W-A-01,195.65,9-Apr-22,24,Well Quit,I,U,S,A,O,10/4/2022,600,600,4/9/2022 6:00,4/10/2022 6:00
Dulang,DULG-A001W01-TS,W-A-01,195.65,10-Apr-22,24,Well Quit,I,U,S,A,O,11/4/2022,600,600,4/10/2022 6:00,4/11/2022 6:00
Dulang,DULG-A001W01-TS,W-A-01,195.65,11-Apr-22,24,Well Quit,I,U,S,A,O,12/4/2022,600,600,4/11/2022 6:00,4/12/2022 6:00
Dulang,DULG-A001W01-TS,W-A-01,195.65,12-Apr-22,24,Well Quit,I,U,S,A,O,13/04/2022,600,600,4/12/2022 6:00,4/13/2022 6:00
Dulang,DULG-A001W01-TS,W-A-01,195.65,13-Apr-22,24,Well Quit,I,U,S,A,O,14/04/2022,600,600,4/13/2022 6:00,4/14/2022 6:00
Dulang,DULG-A001W01-TS,W-A-01,195.65,14-Apr-22,24,Well Quit,I,U,S,A,O,15/04/2022,600,600,4/14/2022 6:00,4/15/2022 6:00
Dulang,DULG-A001W01-TS,W-A-01,195.65,15-Apr-22,24,Well Quit,I,U,S,A,O,16/04/2022,600,600,4/15/2022 6:00,4/16/2022 6:00
Dulang,DULG-A001W01-TS,W-A-01,195.65,16-Apr-22,4,Well Quit,I,U,S,A,O,16/04/2022,600,1000,4/16/2022 6:00,4/16/2022 10:00
Dulang,DULG-A001W01-TS,W-A-01,195.65,17-Apr-22,21,Well Quit,I,U,S,A,O,18/04/2022,600,300,4/17/2022 6:00,4/18/2022 3:00
Dulang,DULG-A001W01-TS,W-A-01,195.65,18-Apr-22,24,Well Quit,I,U,S,A,O,19/04/2022,600,600,4/18/2022 6:00,4/19/2022 6:00
Dulang,DULG-A001W01-TS,W-A-01,195.65,19-Apr-22,24,Well Quit,I,U,S,A,O,20/04/2022,600,600,4/19/2022 6:00,4/20/2022 6:00
Dulang,DULG-A001W01-TS,W-A-01,195.65,20-Apr-22,15,Well Quit,I,U,S,A,O,20/04/2022,600,2100,4/20/2022 6:00,4/20/2022 21:00
Dulang,DULG-A007-TS,W-A-07,124.67,30-Apr-22,1.5,Well Quit,I,U,S,A,O,30/04/2022,600,730,4/30/2022 6:00,4/30/2022 7:30
Dulang,DULG-B004-SS,W-B-04S,67.34,12-Apr-22,8,Well Quit,I,U,S,A,O,12/4/2022,600,1400,4/12/2022 6:00,4/12/2022 14:00
Dulang,DULG-B005-SS,W-B-05S,236.6,11-Apr-22,24,Well Quit,I,U,S,A,O,12/4/2022,600,600,4/11/2022 6:00,4/12/2022 6:00
Dulang,DULG-B007-SS,W-B-07S,63.7,11-Apr-22,24,Well Quit,I,U,S,A,O,12/4/2022,600,600,4/11/2022 6:00,4/12/2022 6:00
Dulang,DULG-B007-SS,W-B-07S,63.7,12-Apr-22,6,Well Quit,I,U,S,A,O,12/4/2022,600,1200,4/12/2022 6:00,4/12/2022 12:00
Dulang,DULG-B018-LS,W-B-18L,98.28,10-Apr-22,3.310344828,Well Quit,I,U,S,A,O,10/4/2022,600,918,4/10/2022 6:00,4/10/2022 9:18
Dulang,DULG-B018-LS,W-B-18L,98.28,12-Apr-22,4.634482759,Well Quit,I,U,S,A,O,12/4/2022,600,1038,4/12/2022 6:00,4/12/2022 10:38
Dulang,DULG-B032S01-LS,W-B-32S,20.02,7-Apr-22,18,Well Quit,I,U,S,A,O,7/4/2022,600,0,4/7/2022 6:00,4/7/2022 0:00
Dulang,DULG-B032S01-LS,W-B-32S,20.02,8-Apr-22,24,Well Quit,I,U,S,A,O,9/4/2022,600,600,4/8/2022 6:00,4/9/2022 6:00
Dulang,DULG-B032S01-LS,W-B-32S,20.02,9-Apr-22,24,Well Quit,I,U,S,A,O,10/4/2022,600,600,4/9/2022 6:00,4/10/2022 6:00
Dulang,DULG-B032S01-LS,W-B-32S,20.02,10-Apr-22,4,Well Quit,I,U,S,A,O,10/4/2022,600,1000,4/10/2022 6:00,4/10/2022 10:00
Dulang,DULG-B032S01-SS,W-B-32S,111.02,17-Apr-22,18.75,Well Quit,I,U,S,A,O,18/04/2022,600,45,4/17/2022 6:00,4/18/2022 0:45
Dulang,DULG-B032S01-SS,W-B-32S,111.02,18-Apr-22,24,Well Quit,I,U,S,A,O,19/04/2022,600,600,4/18/2022 6:00,4/19/2022 6:00
Dulang,DULG-B032S01-SS,W-B-32S,111.02,19-Apr-22,24,Well Quit,I,U,S,A,O,20/04/2022,600,600,4/19/2022 6:00,4/20/2022 6:00
Dulang,DULG-B032S01-SS,W-B-32S,111.02,20-Apr-22,24,Well Quit,I,U,S,A,O,21/04/2022,600,600,4/20/2022 6:00,4/21/2022 6:00
Dulang,DULG-B032S01-SS,W-B-32S,111.02,21-Apr-22,24,Well Quit,I,U,S,A,O,22/04/2022,600,600,4/21/2022 6:00,4/22/2022 6:00
Dulang,DULG-B032S01-SS,W-B-32S,111.02,22-Apr-22,24,Well Quit,I,U,S,A,O,23/04/2022,600,600,4/22/2022 6:00,4/23/2022 6:00
Dulang,DULG-B032S01-SS,W-B-32S,111.02,23-Apr-22,24,Well Quit,I,U,S,A,O,24/04/2022,600,600,4/23/2022 6:00,4/24/2022 6:00
Dulang,DULG-B032S01-SS,W-B-32S,111.02,24-Apr-22,22,Well Quit,I,U,S,A,O,25/04/2022,600,400,4/24/2022 6:00,4/25/2022 4:00
Dulang,DULG-C004S01-LS,W-C-04S,96.46,7-Apr-22,20,Well Quit,I,U,S,A,O,8/4/2022,600,200,4/7/2022 6:00,4/8/2022 2:00
Dulang,DULG-C004S01-LS,W-C-04S,96.46,8-Apr-22,24,Well Quit,I,U,S,A,O,9/4/2022,600,600,4/8/2022 6:00,4/9/2022 6:00
Dulang,DULG-C004S01-LS,W-C-04S,96.46,9-Apr-22,24,Well Quit,I,U,S,A,O,10/4/2022,600,600,4/9/2022 6:00,4/10/2022 6:00
Dulang,DULG-C004S01-LS,W-C-04S,96.46,10-Apr-22,24,Well Quit,I,U,S,A,O,11/4/2022,600,600,4/10/2022 6:00,4/11/2022 6:00
Dulang,DULG-C004S01-LS,W-C-04S,96.46,11-Apr-22,24,Well Quit,I,U,S,A,O,12/4/2022,600,600,4/11/2022 6:00,4/12/2022 6:00
Dulang,DULG-C004S01-LS,W-C-04S,96.46,12-Apr-22,10.5,Well Quit,I,U,S,A,O,12/4/2022,600,1630,4/12/2022 6:00,4/12/2022 16:30
Dulang,DULG-C009-SS,W-C-09S,136.32,7-Apr-22,13,Well Quit,I,U,S,A,O,7/4/2022,600,1900,4/7/2022 6:00,4/7/2022 19:00
Dulang,DULG-C009-SS,W-C-09S,136.32,8-Apr-22,24,Well Quit,I,U,S,A,O,9/4/2022,600,600,4/8/2022 6:00,4/9/2022 6:00
Dulang,DULG-C009-SS,W-C-09S,136.32,9-Apr-22,24,Well Quit,I,U,S,A,O,10/4/2022,600,600,4/9/2022 6:00,4/10/2022 6:00
Dulang,DULG-C009-SS,W-C-09S,136.32,10-Apr-22,24,Well Quit,I,U,S,A,O,11/4/2022,600,600,4/10/2022 6:00,4/11/2022 6:00
Dulang,DULG-C009-SS,W-C-09S,136.32,11-Apr-22,24,Well Quit,I,U,S,A,O,12/4/2022,600,600,4/11/2022 6:00,4/12/2022 6:00
Dulang,DULG-C009-SS,W-C-09S,136.32,12-Apr-22,10,Well Quit,I,U,S,A,O,12/4/2022,600,1600,4/12/2022 6:00,4/12/2022 16:00
Dulang,DULG-C022S02-TS,W-C-22S,263.89,24-Apr-22,2.5,Well Quit,I,U,S,A,O,24/04/2022,600,830,4/24/2022 6:00,4/24/2022 8:30
Dulang,DULG-A028S01-TS,W-A-28S,101.62,27-Jun-22,21,Shut In due to SCSSV hydraulic pressure dropping due to downhole control line leak.,I,U,S,A,C,28/06/2022,600,300,6/27/2022 6:00,6/28/2022 3:00
Dulang,DULG-A001W01-TS,W-A-01,93.05,6-Jul-22,3.25,Well Quit,I,U,S,A,O,6/7/2022,600,915,7/6/2022 6:00,7/6/2022 9:15
Dulang,DULG-A006-TS,W-A-06,106.34,1-Jul-22,6,Well Quit,I,U,S,A,O,1/7/2022,600,1200,7/1/2022 6:00,7/1/2022 12:00
Dulang,DULG-A027-SS,W-A-27S,29.43,3-Jul-22,3,Well Quit,I,U,S,A,O,3/7/2022,600,900,7/3/2022 6:00,7/3/2022 9:00
Dulang,DULG-B032S01-SS,W-B-32S,29.43,27-Jul-22,0.75,Well Quit,I,U,S,A,O,27/07/2022,600,645,7/27/2022 6:00,7/27/2022 6:45
Dulang,DULG-C025W01-SS,W-C-25,273.45,26-Jul-22,24,Well Quit,I,U,S,A,O,27/07/2022,600,600,7/26/2022 6:00,7/27/2022 6:00
Dulang,DULG-C025W01-SS,W-C-25,273.45,27-Jul-22,9.5,Well Quit,I,U,S,A,O,27/07/2022,600,1530,7/27/2022 6:00,7/27/2022 15:30
Dulang,DULG-D002S01-TS,W-D-02S,90.2,15-Jul-22,4.5,Well Quit,I,U,S,A,O,15/07/2022,600,1030,7/15/2022 6:00,7/15/2022 10:30
Dulang,DULG-D002S01-TS,W-D-02S,90.2,16-Jul-22,24,Well Quit,I,U,S,A,O,17/07/2022,600,600,7/16/2022 6:00,7/17/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,2-Jul-22,20,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,3/7/2022,600,200,7/2/2022 6:00,7/3/2022 2:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,3-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,4/7/2022,600,600,7/3/2022 6:00,7/4/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,4-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,5/7/2022,600,600,7/4/2022 6:00,7/5/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,5-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,6/7/2022,600,600,7/5/2022 6:00,7/6/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,6-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,7/7/2022,600,600,7/6/2022 6:00,7/7/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,7-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,8/7/2022,600,600,7/7/2022 6:00,7/8/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,8-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,9/7/2022,600,600,7/8/2022 6:00,7/9/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,9-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,10/7/2022,600,600,7/9/2022 6:00,7/10/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,10-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,11/7/2022,600,600,7/10/2022 6:00,7/11/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,11-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,12/7/2022,600,600,7/11/2022 6:00,7/12/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,12-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,13/07/2022,600,600,7/12/2022 6:00,7/13/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,13-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,14/07/2022,600,600,7/13/2022 6:00,7/14/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,14-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,15/07/2022,600,600,7/14/2022 6:00,7/15/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,15-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,16/07/2022,600,600,7/15/2022 6:00,7/16/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,16-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,17/07/2022,600,600,7/16/2022 6:00,7/17/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,17-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,18/07/2022,600,600,7/17/2022 6:00,7/18/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,18-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,19/07/2022,600,600,7/18/2022 6:00,7/19/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,19-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,20/07/2022,600,600,7/19/2022 6:00,7/20/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,20-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,21/07/2022,600,600,7/20/2022 6:00,7/21/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,21-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,22/07/2022,600,600,7/21/2022 6:00,7/22/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,22-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,23/07/2022,600,600,7/22/2022 6:00,7/23/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,23-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,24/07/2022,600,600,7/23/2022 6:00,7/24/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,24-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,25/07/2022,600,600,7/24/2022 6:00,7/25/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,25-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,26/07/2022,600,600,7/25/2022 6:00,7/26/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,26-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,27/07/2022,600,600,7/26/2022 6:00,7/27/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,27-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,28/07/2022,600,600,7/27/2022 6:00,7/28/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,28-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,29/07/2022,600,600,7/28/2022 6:00,7/29/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,29-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,30/07/2022,600,600,7/29/2022 6:00,7/30/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,30-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,31/07/2022,600,600,7/30/2022 6:00,7/31/2022 6:00
Dulang,DULG-A028S01-TS,W-A-28S,95.9,31-Jul-22,24,A28 ScSSV keep pumping. As found downhole leak.,I,U,S,A,C,1/8/2022,600,600,7/31/2022 6:00,8/1/2022 6:00
Dulang,DULG-C022S02-TS,W-C-22S,251.06,9-Aug-22,13,Well quit,I,U,S,A,O,9/8/2022,600,1900,8/9/2022 6:00,8/9/2022 19:00
Dulang,DULG-C022S02-TS,W-C-22S,251.06,10-Aug-22,6.5,Well quit,I,U,S,A,O,10/8/2022,600,1230,8/10/2022 6:00,8/10/2022 12:30
Dulang,DULG-C025W01-SS,W-C-25,283.57,2-Aug-22,19.5,Well quit,I,U,S,A,O,3/8/2022,600,130,8/2/2022 6:00,8/3/2022 1:30
Dulang,DULG-C025W01-SS,W-C-25,283.57,3-Aug-22,24,Well quit,I,U,S,A,O,4/8/2022,600,600,8/3/2022 6:00,8/4/2022 6:00
Dulang,DULG-C025W01-SS,W-C-25,283.57,4-Aug-22,5.5,Well quit,I,U,S,A,O,4/8/2022,600,1130,8/4/2022 6:00,8/4/2022 11:30
Dulang,DULG-C025W01-SS,W-C-25,283.57,5-Aug-22,14.5,Well quit,I,U,S,A,O,5/8/2022,600,2030,8/5/2022 6:00,8/5/2022 20:30
Dulang,DULG-C025W01-SS,W-C-25,283.57,7-Aug-22,4.5,Well quit,I,U,S,A,O,7/8/2022,600,1030,8/7/2022 6:00,8/7/2022 10:30
Dulang,DULG-C025W01-SS,W-C-25,283.57,9-Aug-22,24,Well quit,I,U,S,A,O,10/8/2022,600,600,8/9/2022 6:00,8/10/2022 6:00
Dulang,DULG-C025W01-SS,W-C-25,283.57,10-Aug-22,24,Well quit,I,U,S,A,O,11/8/2022,600,600,8/10/2022 6:00,8/11/2022 6:00
Dulang,DULG-C025W01-SS,W-C-25,283.57,11-Aug-22,24,Well quit,I,U,S,A,O,12/8/2022,600,600,8/11/2022 6:00,8/12/2022 6:00
Dulang,DULG-C025W01-SS,W-C-25,283.57,12-Aug-22,24,Well quit,I,U,S,A,O,13/08/2022,600,600,8/12/2022 6:00,8/13/2022 6:00
Dulang,DULG-C025W01-SS,W-C-25,283.57,13-Aug-22,24,Well quit,I,U,S,A,O,14/08/2022,600,600,8/13/2022 6:00,8/14/2022 6:00
Dulang,DULG-C027-LS,W-C-27L,153.53,9-Aug-22,9.5,Well quit,I,U,S,A,O,9/8/2022,600,1530,8/9/2022 6:00,8/9/2022 15:30
Dulang,DULG-C027-SS,W-C-27S,199.58,9-Aug-22,9.5,Well quit,I,U,S,A,O,9/8/2022,600,1530,8/9/2022 6:00,8/9/2022 15:30
Dulang,DULG-C027-SS,W-C-27S,199.58,12-Aug-22,15,Well quit,I,U,S,A,O,12/8/2022,600,2100,8/12/2022 6:00,8/12/2022 21:00
Dulang,DULG-C027-SS,W-C-27S,199.58,13-Aug-22,2,Well quit,I,U,S,A,O,13/08/2022,600,800,8/13/2022 6:00,8/13/2022 8:00
Dulang,DULG-A027-SS,W-A-27S,48.28,17-Sep-22,8,Equalize and flowback A-27S after found well temperature low,I,U,S,A,O,17/09/2022,600,1400,9/17/2022 6:00,9/17/2022 14:00
Dulang,DULG-B005-SS,W-B-05S,297.91,4-Sep-22,1,Kick off due to PCP & temp fluctuated,I,U,S,A,O,4/9/2022,600,700,9/4/2022 6:00,9/4/2022 7:00
Dulang,DULG-B007-LS,W-B-07L,127.38,5-Sep-22,7.5,Shut in well B7L prior to flow B7S (gas robbing),I,U,S,A,F,5/9/2022,600,1330,9/5/2022 6:00,9/5/2022 13:30
Dulang,DULG-B007-LS,W-B-07L,127.38,6-Sep-22,9,Shut in well B7L prior to flow B7S (gas robbing),I,U,S,A,F,6/9/2022,600,1500,9/6/2022 6:00,9/6/2022 15:00
Dulang,DULG-B021-LS,W-B-21L,159.23,25-Sep-22,3.58,Well quit,I,U,S,A,O,25/09/2022,600,934,9/25/2022 6:00,9/25/2022 9:34
